sample_barcode	journal	lib_id	library_plate	sample_seq_id	seq_id	R1	R2
PaOp00000035MP	MP007	LIB-MP007-F7	LIB00001	LIB00001-MP007-F7_1	LIB00001-MP001-F7	-	-
PaPr00000160MP	MP007	LIB-MP007-F8	LIB00001	LIB00001-MP007-F8_1	LIB00001-MP001-F8	-	-
PaPr00000033MP	MP007	LIB-MP007-F9	LIB00001	LIB00001-MP007-F9_1	LIB00001-MP001-F9	-	-
DoBa00000055MP	MP013	LIB-MP013-C2	LIB00007	LIB00007-MP013-C2_1	LIB00007-MP014-C2	-	-
PaPr00000048MP	MP007	LIB-MP007-G10	LIB00001	LIB00001-MP007-G10_1	LIB00001-MP001-G10	-	-
PaPr00000069MP	MP007	LIB-MP007-G11	LIB00001	LIB00001-MP007-G11_1	LIB00001-MP001-G11	-	-
PaPr00000236MP	MP007	LIB-MP007-G2	LIB00001	LIB00001-MP007-G2_1	LIB00001-MP001-G2	-	-
PaPr00000004MP	MP007	LIB-MP007-G3	LIB00001	LIB00001-MP007-G3_1	LIB00001-MP001-G3	-	-
PaPr00000197MP	MP007	LIB-MP007-G4	LIB00001	LIB00001-MP007-G4_1	LIB00001-MP001-G4	-	-
PaOp00000064MP	MP007	LIB-MP007-G5	LIB00001	LIB00001-MP007-G5_1	LIB00001-MP001-G5	-	-
DoBa00000052MP	MP007	LIB-MP007-G6	LIB00001	LIB00001-MP007-G6_1	LIB00001-MP001-G6	-	-
DoBa00000010MP	MP007	LIB-MP007-G7	LIB00001	LIB00001-MP007-G7_1	LIB00001-MP001-G7	-	-
PaPr00000023MP	MP024	LIB-MP024-F7	LIB00011	LIB00011-MP024-F7_1	LIB00011-MP024-MJ363_F7	-	-
PaPr00000023MP	MP013	LIB-MP013-H2	LIB00007	LIB00007-MP013-H2_1	LIB00007-MP014-H2	-	-
PaPr00000035MP	MP007	LIB-MP007-G9	LIB00001	LIB00001-MP007-G9_1	LIB00001-MP001-G9	-	-
PaPr00000226MP	MP013	LIB-MP013-D2	LIB00007	LIB00007-MP013-D2_1	LIB00007-MP014-D2	-	-
PaPr00000051MP	MP007	LIB-MP007-H10	LIB00001	LIB00001-MP007-H10_1	LIB00001-MP001-H10	-	-
PaPr00000071MP	MP013	LIB-MP013-E3	LIB00007	LIB00007-MP013-E3_1	LIB00007-MP014-E3	-	-
PaPr00000237MP	MP007	LIB-MP007-H2	LIB00001	LIB00001-MP007-H2_1	LIB00001-MP001-H2	-	-
PaPr00000082MP	MP007	LIB-MP007-H3	LIB00001	LIB00001-MP007-H3_1	LIB00001-MP001-H3	-	-
PaPr00000129MP	MP007	LIB-MP007-H4	LIB00001	LIB00001-MP007-H4_1	LIB00001-MP001-H4	-	-
PaNP00000004MP	MP007	LIB-MP007-H5	LIB00001	LIB00001-MP007-H5_1	LIB00001-MP001-H5	-	-
PaPr00000086MP	MP007	LIB-MP007-H6	LIB00001	LIB00001-MP007-H6_1	LIB00001-MP001-H6	-	-
PaPr00000142MP	MP007	LIB-MP007-H7	LIB00001	LIB00001-MP007-H7_1	LIB00001-MP001-H7	-	-
LIB-MP007-H8	MP007	LIB-MP007-H8	LIB00001	LIB00001-MP007-H8_1	LIB00001-MP001-H8	-	-
PaPr00000036MP	MP007	LIB-MP007-H9	LIB00001	LIB00001-MP007-H9_1	LIB00001-MP001-H9	-	-
PaPr00000247MP	MP013	LIB-MP013-G3	LIB00007	LIB00007-MP013-G3_1	LIB00007-MP014-G3	-	-
PaOp00000005MP	MP013	LIB-MP013-D4	LIB00007	LIB00007-MP013-D4_1	LIB00007-MP014-D4	-	-
DoSc00000014MP	MP013	LIB-MP013-E4	LIB00007	LIB00007-MP013-E4_1	LIB00007-MP014-E4	-	-
DoBa00000038MP	MP013	LIB-MP013-G4	LIB00007	LIB00007-MP013-G4_1	LIB00007-MP014-G4	-	-
PaOp00000022MP	MP013	LIB-MP013-B4	LIB00007	LIB00007-MP013-B4_1	LIB00007-MP014-B4	-	-
DoBa00000060MP	MP013	LIB-MP013-C4	LIB00007	LIB00007-MP013-C4_1	LIB00007-MP014-C4	-	-
DoBa00000035MP	MP008	LIB-MP008-A4	LIB00002	LIB00002-MP008-A4_1	LIB00002-MP002-A4	-	-
PaOp00000049MP	MP008	LIB-MP008-A5	LIB00002	LIB00002-MP008-A5_1	LIB00002-MP002-A5	-	-
PaNP00000012MP	MP008	LIB-MP008-A6	LIB00002	LIB00002-MP008-A6_1	LIB00002-MP002-A6	-	-
PaOp00000050MP	MP008	LIB-MP008-A7	LIB00002	LIB00002-MP008-A7_1	LIB00002-MP002-A7	-	-
PaPr00000229MP	MP008	LIB-MP008-A8	LIB00002	LIB00002-MP008-A8_1	LIB00002-MP002-A8	-	-
PaNP00000017MP	MP008	LIB-MP008-A9	LIB00002	LIB00002-MP008-A9_1	LIB00002-MP002-A9	-	-
PaPr00000251MP	MP013	LIB-MP013-H3	LIB00007	LIB00007-MP013-H3_1	LIB00007-MP014-H3	-	-
PaOp00000004MP	MP008	LIB-MP008-B10	LIB00002	LIB00002-MP008-B10_1	LIB00002-MP002-B10	-	-
PaOp00000032MP	MP008	LIB-MP008-B11	LIB00002	LIB00002-MP008-B11_1	LIB00002-MP002-B11	-	-
PaPr00000024MP	MP013	LIB-MP013-H4	LIB00007	LIB00007-MP013-H4_1	LIB00007-MP014-H4	-	-
PaPr00000136MP	MP008	LIB-MP008-B2	LIB00002	LIB00002-MP008-B2_1	LIB00002-MP002-B2	-	-
Asym00000007MP	MP008	LIB-MP008-B3	LIB00002	LIB00002-MP008-B3_1	LIB00002-MP002-B3	-	-
PaPr00000148MP	MP008	LIB-MP008-B4	LIB00002	LIB00002-MP008-B4_1	LIB00002-MP002-B4	-	-
PaPr00000046MP	MP008	LIB-MP008-B5	LIB00002	LIB00002-MP008-B5_1	LIB00002-MP002-B5	-	-
PaPr00000249MP	MP008	LIB-MP008-B6	LIB00002	LIB00002-MP008-B6_1	LIB00002-MP002-B6	-	-
PaPr00000242MP	MP008	LIB-MP008-B7	LIB00002	LIB00002-MP008-B7_1	LIB00002-MP002-B7	-	-
PaPr00000242MP	MP008	LIB-MP008-B7	LIB00002	LIB00002-MP008-B7_2	LIB00002-MP008-B7	-	-
PaPr00000005MP	MP008	LIB-MP008-B8	LIB00002	LIB00002-MP008-B8_1	LIB00002-MP002-B8	-	-
PaPr00000208MP	MP008	LIB-MP008-B9	LIB00002	LIB00002-MP008-B9_1	LIB00002-MP002-B9	-	-
PaOp00000011MP	MP013	LIB-MP013-A4	LIB00007	LIB00007-MP013-A4_1	LIB00007-MP014-A4	-	-
LIB-MP008-C10	MP008	LIB-MP008-C10	LIB00002	LIB00002-MP008-C10_1	LIB00002-MP002-C10	-	-
PaPr00000241MP	MP008	LIB-MP008-C11	LIB00002	LIB00002-MP008-C11_1	LIB00002-MP002-C11	-	-
DoSc00000006MP	MP008	LIB-MP008-C12	LIB00002	LIB00002-MP008-C12_1	LIB00002-MP002-C12	-	-
PaPr00000143MP	MP008	LIB-MP008-C2	LIB00002	LIB00002-MP008-C2_1	LIB00002-MP002-C2	-	-
LIB-MP008-C3	MP008	LIB-MP008-C3	LIB00002	LIB00002-MP008-C3_1	LIB00002-MP002-C3	-	-
DoBa00000022MP	MP008	LIB-MP008-C4	LIB00002	LIB00002-MP008-C4_1	LIB00002-MP002-C4	-	-
PaPr00000168MP	MP008	LIB-MP008-C5	LIB00002	LIB00002-MP008-C5_1	LIB00002-MP002-C5	-	-
PaNP00000010MP	MP008	LIB-MP008-C6	LIB00002	LIB00002-MP008-C6_1	LIB00002-MP002-C6	-	-
PaPr00000118MP	MP008	LIB-MP008-C7	LIB00002	LIB00002-MP008-C7_1	LIB00002-MP002-C7	-	-
PaPr00000105MP	MP008	LIB-MP008-C8	LIB00002	LIB00002-MP008-C8_1	LIB00002-MP002-C8	-	-
PaPr00000125MP	MP008	LIB-MP008-C9	LIB00002	LIB00002-MP008-C9_1	LIB00002-MP002-C9	-	-
PaPr00000131MP	MP008	LIB-MP008-D1	LIB00002	LIB00002-MP008-D1_1	LIB00002-MP002-D1	-	-
DoBa00000002MP	MP008	LIB-MP008-D10	LIB00002	LIB00002-MP008-D10_1	LIB00002-MP002-D10	-	-
PaPr00000109MP	MP008	LIB-MP008-D11	LIB00002	LIB00002-MP008-D11_1	LIB00002-MP002-D11	-	-
LIB-MP008-D12	MP008	LIB-MP008-D12	LIB00002	LIB00002-MP008-D12_1	LIB00002-MP002-D12	-	-
DoBa00000058MP	MP008	LIB-MP008-D2	LIB00002	LIB00002-MP008-D2_1	LIB00002-MP002-D2	-	-
PaPr00000192MP	MP008	LIB-MP008-D3	LIB00002	LIB00002-MP008-D3_1	LIB00002-MP002-D3	-	-
PaPr00000107MP	MP008	LIB-MP008-D4	LIB00002	LIB00002-MP008-D4_1	LIB00002-MP002-D4	-	-
DoBa00000005MP	MP008	LIB-MP008-D5	LIB00002	LIB00002-MP008-D5_1	LIB00002-MP002-D5	-	-
PaPr00000154MP	MP008	LIB-MP008-D6	LIB00002	LIB00002-MP008-D6_1	LIB00002-MP002-D6	-	-
PaNP00000013MP	MP008	LIB-MP008-D7	LIB00002	LIB00002-MP008-D7_1	LIB00002-MP002-D7	-	-
PaPr00000016MP	MP008	LIB-MP008-D8	LIB00002	LIB00002-MP008-D8_1	LIB00002-MP002-D8	-	-
PaPr00000162MP	MP008	LIB-MP008-D9	LIB00002	LIB00002-MP008-D9_1	LIB00002-MP002-D9	-	-
PaNP00000023MP	MP008	LIB-MP008-E1	LIB00002	LIB00002-MP008-E1_1	LIB00002-MP002-E1	-	-
PaPr00000102MP	MP008	LIB-MP008-E10	LIB00002	LIB00002-MP008-E10_1	LIB00002-MP002-E10	-	-
PaPr00000093MP	MP008	LIB-MP008-E11	LIB00002	LIB00002-MP008-E11_1	LIB00002-MP002-E11	-	-
PaPr00000094MP	MP008	LIB-MP008-E2	LIB00002	LIB00002-MP008-E2_1	LIB00002-MP002-E2	-	-
DoSc00000015MP	MP008	LIB-MP008-E3	LIB00002	LIB00002-MP008-E3_1	LIB00002-MP002-E3	-	-
PaPr00000201MP	MP008	LIB-MP008-E4	LIB00002	LIB00002-MP008-E4_1	LIB00002-MP002-E4	-	-
PaPr00000212MP	MP008	LIB-MP008-E5	LIB00002	LIB00002-MP008-E5_1	LIB00002-MP002-E5	-	-
DoBa00000075MP	MP008	LIB-MP008-E6	LIB00002	LIB00002-MP008-E6_1	LIB00002-MP002-E6	-	-
PaOp00000058MP	MP008	LIB-MP008-E7	LIB00002	LIB00002-MP008-E7_1	LIB00002-MP002-E7	-	-
PaPr00000145MP	MP008	LIB-MP008-E8	LIB00002	LIB00002-MP008-E8_1	LIB00002-MP002-E8	-	-
PaPr00000222MP	MP008	LIB-MP008-E9	LIB00002	LIB00002-MP008-E9_1	LIB00002-MP002-E9	-	-
PaOp00000024MP	MP008	LIB-MP008-F1	LIB00002	LIB00002-MP008-F1_1	LIB00002-MP002-F1	-	-
LIB-MP008-F10	MP008	LIB-MP008-F10	LIB00002	LIB00002-MP008-F10_1	LIB00002-MP002-F10	-	-
PaPr00000098MP	MP008	LIB-MP008-F11	LIB00002	LIB00002-MP008-F11_1	LIB00002-MP002-F11	-	-
PaPr00000123MP	MP008	LIB-MP008-F2	LIB00002	LIB00002-MP008-F2_1	LIB00002-MP002-F2	-	-
LIB-MP008-F3	MP008	LIB-MP008-F3	LIB00002	LIB00002-MP008-F3_1	LIB00002-MP002-F3	-	-
PaPr00000057MP	MP008	LIB-MP008-F4	LIB00002	LIB00002-MP008-F4_1	LIB00002-MP002-F4	-	-
PaPr00000134MP	MP008	LIB-MP008-F5	LIB00002	LIB00002-MP008-F5_1	LIB00002-MP002-F5	-	-
PaPr00000150MP	MP008	LIB-MP008-F6	LIB00002	LIB00002-MP008-F6_1	LIB00002-MP002-F6	-	-
PaNP00000002MP	MP008	LIB-MP008-F7	LIB00002	LIB00002-MP008-F7_1	LIB00002-MP002-F7	-	-
PaPr00000007MP	MP008	LIB-MP008-F8	LIB00002	LIB00002-MP008-F8_1	LIB00002-MP002-F8	-	-
PaPr00000058MP	MP008	LIB-MP008-F9	LIB00002	LIB00002-MP008-F9_1	LIB00002-MP002-F9	-	-
DoBa00000071MP	MP008	LIB-MP008-G1	LIB00002	LIB00002-MP008-G1_1	LIB00002-MP002-G1	-	-
DoBa00000078MP	MP008	LIB-MP008-G10	LIB00002	LIB00002-MP008-G10_1	LIB00002-MP002-G10	-	-
DoBa00000048MP	MP008	LIB-MP008-G11	LIB00002	LIB00002-MP008-G11_1	LIB00002-MP002-G11	-	-
PaPr00000042MP	MP008	LIB-MP008-G2	LIB00002	LIB00002-MP008-G2_1	LIB00002-MP002-G2	-	-
PaPr00000124MP	MP008	LIB-MP008-G3	LIB00002	LIB00002-MP008-G3_1	LIB00002-MP002-G3	-	-
PaPr00000003MP	MP008	LIB-MP008-G4	LIB00002	LIB00002-MP008-G4_1	LIB00002-MP002-G4	-	-
DoBa00000027MP	MP008	LIB-MP008-G5	LIB00002	LIB00002-MP008-G5_1	LIB00002-MP002-G5	-	-
PaPr00000152MP	MP008	LIB-MP008-G6	LIB00002	LIB00002-MP008-G6_1	LIB00002-MP002-G6	-	-
DoBa00000014MP	MP008	LIB-MP008-G7	LIB00002	LIB00002-MP008-G7_1	LIB00002-MP002-G7	-	-
Asym00000006MP	MP008	LIB-MP008-G8	LIB00002	LIB00002-MP008-G8_1	LIB00002-MP002-G8	-	-
PaPr00000030MP	MP008	LIB-MP008-G9	LIB00002	LIB00002-MP008-G9_1	LIB00002-MP002-G9	-	-
PaPr00000244MP	MP008	LIB-MP008-H1	LIB00002	LIB00002-MP008-H1_1	LIB00002-MP002-H1	-	-
PaPr00000244MP	MP024	LIB-MP024-G7	LIB00011	LIB00011-MP024-G7_1	LIB00011-MP024-MJ363_G7	-	-
PaPr00000114MP	MP008	LIB-MP008-H10	LIB00002	LIB00002-MP008-H10_1	LIB00002-MP002-H10	-	-
PaPr00000026MP	MP013	LIB-MP013-F4	LIB00007	LIB00007-MP013-F4_1	LIB00007-MP014-F4	-	-
DoBa00000056MP	MP008	LIB-MP008-H2	LIB00002	LIB00002-MP008-H2_1	LIB00002-MP002-H2	-	-
DoBa00000061MP	MP008	LIB-MP008-H3	LIB00002	LIB00002-MP008-H3_1	LIB00002-MP002-H3	-	-
PaOp00000017MP	MP008	LIB-MP008-H4	LIB00002	LIB00002-MP008-H4_1	LIB00002-MP002-H4	-	-
PaPr00000190MP	MP008	LIB-MP008-H5	LIB00002	LIB00002-MP008-H5_1	LIB00002-MP002-H5	-	-
PaOp00000040MP	MP008	LIB-MP008-H6	LIB00002	LIB00002-MP008-H6_1	LIB00002-MP002-H6	-	-
PaPr00000103MP	MP008	LIB-MP008-H7	LIB00002	LIB00002-MP008-H7_1	LIB00002-MP002-H7	-	-
PaOp00000059MP	MP008	LIB-MP008-H8	LIB00002	LIB00002-MP008-H8_1	LIB00002-MP002-H8	-	-
DoBa00000059MP	MP008	LIB-MP008-H9	LIB00002	LIB00002-MP008-H9_1	LIB00002-MP002-H9	-	-
DoSc00000016MP	MP009	LIB-MP009-A10	LIB00003	LIB00003-MP009-A10_1	LIB00003-MP003-A10	-	-
PaPr00000151MP	MP009	LIB-MP009-A11	LIB00003	LIB00003-MP009-A11_1	LIB00003-MP003-A11	-	-
DoBa00000031MP	MP009	LIB-MP009-A12	LIB00003	LIB00003-MP009-A12_1	LIB00003-MP003-A12	-	-
PaPr00000216MP	MP009	LIB-MP009-A9	LIB00003	LIB00003-MP009-A9_1	LIB00003-MP003-A9	-	-
PaPr00000210MP	MP009	LIB-MP009-B10	LIB00003	LIB00003-MP009-B10_1	LIB00003-MP003-B10	-	-
DoBa00000011MP	MP009	LIB-MP009-B11	LIB00003	LIB00003-MP009-B11_1	LIB00003-MP003-B11	-	-
DoBa00000066MP	MP009	LIB-MP009-B12	LIB00003	LIB00003-MP009-B12_1	LIB00003-MP003-B12	-	-
PaOp00000042MP	MP009	LIB-MP009-B9	LIB00003	LIB00003-MP009-B9_1	LIB00003-MP009-MJ363_B9	-	-
LIB-MP009-C10	MP009	LIB-MP009-C10	LIB00003	LIB00003-MP009-C10_1	LIB00003-MP003-C10	-	-
DoBa00000083MP	MP009	LIB-MP009-C11	LIB00003	LIB00003-MP009-C11_1	LIB00003-MP003-C11	-	-
PaPr00000028MP	MP009	LIB-MP009-C12	LIB00003	LIB00003-MP009-C12_1	LIB00003-MP003-C12	-	-
DoBa00000077MP	MP009	LIB-MP009-C9	LIB00003	LIB00003-MP009-C9_1	LIB00003-MP003-C9	-	-
PaPr00000156MP	MP009	LIB-MP009-D10	LIB00003	LIB00003-MP009-D10_1	LIB00003-MP003-D10	-	-
PaPr00000233MP	MP009	LIB-MP009-D11	LIB00003	LIB00003-MP009-D11_1	LIB00003-MP003-D11	-	-
LIB-MP009-D12	MP009	LIB-MP009-D12	LIB00003	LIB00003-MP009-D12_1	LIB00003-MP003-D12	-	-
DoBa00000069MP	MP009	LIB-MP009-D9	LIB00003	LIB00003-MP009-D9_1	LIB00003-MP003-D9	-	-
PaPr00000180MP	MP009	LIB-MP009-E10	LIB00003	LIB00003-MP009-E10_1	LIB00003-MP003-E10	-	-
Asym00000009MP	MP009	LIB-MP009-E11	LIB00003	LIB00003-MP009-E11_1	LIB00003-MP003-E11	-	-
DoBa00000025MP	MP009	LIB-MP009-E9	LIB00003	LIB00003-MP009-E9_1	LIB00003-MP003-E9	-	-
LIB-MP009-F10	MP009	LIB-MP009-F10	LIB00003	LIB00003-MP009-F10_1	LIB00003-MP003-F10	-	-
PaOp00000038MP	MP009	LIB-MP009-F11	LIB00003	LIB00003-MP009-F11_1	LIB00003-MP003-F11	-	-
PaPr00000174MP	MP009	LIB-MP009-F9	LIB00003	LIB00003-MP009-F9_1	LIB00003-MP003-F9	-	-
DoSc00000007MP	MP009	LIB-MP009-G10	LIB00003	LIB00003-MP009-G10_1	LIB00003-MP003-G10	-	-
PaPr00000202MP	MP009	LIB-MP009-G11	LIB00003	LIB00003-MP009-G11_1	LIB00003-MP003-G11	-	-
PaPr00000021MP	MP013	LIB-MP013-A5	LIB00007	LIB00007-MP013-A5_1	LIB00007-MP014-A5	-	-
PaPr00000213MP	MP009	LIB-MP009-H10	LIB00003	LIB00003-MP009-H10_1	LIB00003-MP003-H10	-	-
DoBa00000053MP	MP013	LIB-MP013-B5	LIB00007	LIB00007-MP013-B5_1	LIB00007-MP014-B5	-	-
PaPr00000228MP	MP009	LIB-MP009-H9	LIB00003	LIB00003-MP009-H9_1	LIB00003-MP003-H9	-	-
PaPr00000097MP	MP013	LIB-MP013-D5	LIB00007	LIB00007-MP013-D5_1	LIB00007-MP014-D5	-	-
PaPr00000206MP	MP010	LIB-MP010-A10	LIB00004	LIB00004-MP010-A10_1	LIB00004-MP004-A10	-	-
DoBa00000079MP	MP010	LIB-MP010-A11	LIB00004	LIB00004-MP010-A11_1	LIB00004-MP004-A11	-	-
PaOp00000015MP	MP013	LIB-MP013-E8	LIB00007	LIB00007-MP013-E8_1	LIB00007-MP014-E8	-	-
DoBa00000020MP	MP010	LIB-MP010-A2	LIB00004	LIB00004-MP010-A2_1	LIB00004-MP004-A2	-	-
PaPr00000075MP	MP010	LIB-MP010-A3	LIB00004	LIB00004-MP010-A3_1	LIB00004-MP004-A3	-	-
PaPr00000198MP	MP010	LIB-MP010-A4	LIB00004	LIB00004-MP010-A4_1	LIB00004-MP004-A4	-	-
DoBa00000084MP	MP010	LIB-MP010-A5	LIB00004	LIB00004-MP010-A5_1	LIB00004-MP004-A5	-	-
PaPr00000088MP	MP010	LIB-MP010-A6	LIB00004	LIB00004-MP010-A6_1	LIB00004-MP004-A6	-	-
DoBa00000068MP	MP010	LIB-MP010-A7	LIB00004	LIB00004-MP010-A7_1	LIB00004-MP004-A7	-	-
PaPr00000029MP	MP010	LIB-MP010-A8	LIB00004	LIB00004-MP010-A8_1	LIB00004-MP004-A8	-	-
DoBa00000063MP	MP010	LIB-MP010-A9	LIB00004	LIB00004-MP010-A9_1	LIB00004-MP004-A9	-	-
PaOp00000060MP	MP013	LIB-MP013-C5	LIB00007	LIB00007-MP013-C5_1	LIB00007-MP014-C5	-	-
PaPr00000183MP	MP010	LIB-MP010-B10	LIB00004	LIB00004-MP010-B10_1	LIB00004-MP004-B10	-	-
PaPr00000053MP	MP010	LIB-MP010-B11	LIB00004	LIB00004-MP010-B11_1	LIB00004-MP004-B11	-	-
PaPr00000243MP	MP013	LIB-MP013-F8	LIB00007	LIB00007-MP013-F8_1	LIB00007-MP014-F8	-	-
DoBa00000018MP	MP010	LIB-MP010-B2	LIB00004	LIB00004-MP010-B2_1	LIB00004-MP004-B2	-	-
PaPr00000116MP	MP010	LIB-MP010-B3	LIB00004	LIB00004-MP010-B3_1	LIB00004-MP004-B3	-	-
PaPr00000119MP	MP010	LIB-MP010-B4	LIB00004	LIB00004-MP010-B4_1	LIB00004-MP004-B4	-	-
PaPr00000165MP	MP010	LIB-MP010-B5	LIB00004	LIB00004-MP010-B5_1	LIB00004-MP004-B5	-	-
PaOp00000043MP	MP010	LIB-MP010-B6	LIB00004	LIB00004-MP010-B6_1	LIB00004-MP004-B6	-	-
DoBa00000013MP	MP010	LIB-MP010-B7	LIB00004	LIB00004-MP010-B7_1	LIB00004-MP004-B7	-	-
DoBa00000033MP	MP010	LIB-MP010-B8	LIB00004	LIB00004-MP010-B8_1	LIB00004-MP004-B8	-	-
DoBa00000065MP	MP013	LIB-MP013-D7	LIB00007	LIB00007-MP013-D7_1	LIB00007-MP014-D7	-	-
DoBa00000001MP	MP010	LIB-MP010-C1	LIB00004	LIB00004-MP010-C1_1	LIB00004-MP004-C1	-	-
DoSc00000013MP	MP010	LIB-MP010-C11	LIB00004	LIB00004-MP010-C11_1	LIB00004-MP004-C11	-	-
DoBa00000030MP	MP010	LIB-MP010-C12	LIB00004	LIB00004-MP010-C12_1	LIB00004-MP004-C12	-	-
PaOp00000061MP	MP010	LIB-MP010-C2	LIB00004	LIB00004-MP010-C2_1	LIB00004-MP004-C2	-	-
LIB-MP010-C3	MP010	LIB-MP010-C3	LIB00004	LIB00004-MP010-C3_1	LIB00004-MP004-C3	-	-
DoBa00000085MP	MP010	LIB-MP010-C4	LIB00004	LIB00004-MP010-C4_1	LIB00004-MP004-C4	-	-
DoBa00000028MP	MP010	LIB-MP010-C5	LIB00004	LIB00004-MP010-C5_1	LIB00004-MP004-C5	-	-
PaPr00000032MP	MP010	LIB-MP010-C6	LIB00004	LIB00004-MP010-C6_1	LIB00004-MP004-C6	-	-
PaPr00000204MP	MP013	LIB-MP013-E6	LIB00007	LIB00007-MP013-E6_1	LIB00007-MP014-E6	-	-
PaOp00000013MP	MP013	LIB-MP013-H6	LIB00007	LIB00007-MP013-H6_1	LIB00007-MP014-H6	-	-
PaPr00000092MP	MP010	LIB-MP010-C9	LIB00004	LIB00004-MP010-C9_1	LIB00004-MP004-C9	-	-
PaPr00000137MP	MP010	LIB-MP010-D1	LIB00004	LIB00004-MP010-D1_1	LIB00004-MP004-D1	-	-
PaOp00000003MP	MP010	LIB-MP010-D10	LIB00004	LIB00004-MP010-D10_1	LIB00004-MP004-D10	-	-
DoSc00000020MP	MP010	LIB-MP010-D11	LIB00004	LIB00004-MP010-D11_1	LIB00004-MP004-D11	-	-
LIB-MP010-D12	MP010	LIB-MP010-D12	LIB00004	LIB00004-MP010-D12_1	LIB00004-MP004-D12	-	-
PaPr00000232MP	MP010	LIB-MP010-D2	LIB00004	LIB00004-MP010-D2_1	LIB00004-MP004-D2	-	-
PaOp00000006MP	MP013	LIB-MP013-G5	LIB00007	LIB00007-MP013-G5_1	LIB00007-MP014-G5	-	-
PaNP00000001MP	MP010	LIB-MP010-D4	LIB00004	LIB00004-MP010-D4_1	LIB00004-MP004-D4	-	-
PaPr00000169MP	MP010	LIB-MP010-D5	LIB00004	LIB00004-MP010-D5_1	LIB00004-MP004-D5	-	-
DoBa00000042MP	MP013	LIB-MP013-B6	LIB00007	LIB00007-MP013-B6_1	LIB00007-MP014-B6	-	-
PaPr00000081MP	MP013	LIB-MP013-F6	LIB00007	LIB00007-MP013-F6_1	LIB00007-MP014-F6	-	-
DoSc00000001MP	MP013	LIB-MP013-A7	LIB00007	LIB00007-MP013-A7_1	LIB00007-MP014-A7	-	-
PaPr00000014MP	MP010	LIB-MP010-D9	LIB00004	LIB00004-MP010-D9_1	LIB00004-MP004-D9	-	-
PaNP00000016MP	MP010	LIB-MP010-E1	LIB00004	LIB00004-MP010-E1_1	LIB00004-MP004-E1	-	-
PaOp00000063MP	MP013	LIB-MP013-H7	LIB00007	LIB00007-MP013-H7_1	LIB00007-MP014-H7	-	-
PaPr00000120MP	MP013	LIB-MP013-B8	LIB00007	LIB00007-MP013-B8_1	LIB00007-MP014-B8	-	-
DoBa00000074MP	MP010	LIB-MP010-E2	LIB00004	LIB00004-MP010-E2_1	LIB00004-MP004-E2	-	-
PaPr00000238MP	MP010	LIB-MP010-E3	LIB00004	LIB00004-MP010-E3_1	LIB00004-MP004-E3	-	-
DoBa00000041MP	MP010	LIB-MP010-E4	LIB00004	LIB00004-MP010-E4_1	LIB00004-MP004-E4	-	-
PaOp00000010MP	MP013	LIB-MP013-H5	LIB00007	LIB00007-MP013-H5_1	LIB00007-MP014-H5	-	-
PaPr00000173MP	MP013	LIB-MP013-C6	LIB00007	LIB00007-MP013-C6_1	LIB00007-MP014-C6	-	-
PaNP00000011MP	MP013	LIB-MP013-G6	LIB00007	LIB00007-MP013-G6_1	LIB00007-MP014-G6	-	-
DoSc00000012MP	MP013	LIB-MP013-B7	LIB00007	LIB00007-MP013-B7_1	LIB00007-MP014-B7	-	-
PaPr00000113MP	MP013	LIB-MP013-E7	LIB00007	LIB00007-MP013-E7_1	LIB00007-MP014-E7	-	-
PaPr00000246MP	MP010	LIB-MP010-F1	LIB00004	LIB00004-MP010-F1_1	LIB00004-MP004-F1	-	-
LIB-MP010-F10	MP010	LIB-MP010-F10	LIB00004	LIB00004-MP010-F10_1	LIB00004-MP004-F10	-	-
PaPr00000164MP	MP013	LIB-MP013-C8	LIB00007	LIB00007-MP013-C8_1	LIB00007-MP014-C8	-	-
PaOp00000016MP	MP010	LIB-MP010-F2	LIB00004	LIB00004-MP010-F2_1	LIB00004-MP004-F2	-	-
LIB-MP010-F3	MP010	LIB-MP010-F3	LIB00004	LIB00004-MP010-F3_1	LIB00004-MP004-F3	-	-
DoBa00000007MP	MP010	LIB-MP010-F4	LIB00004	LIB00004-MP010-F4_1	LIB00004-MP004-F4	-	-
PaPr00000012MP	MP010	LIB-MP010-F5	LIB00004	LIB00004-MP010-F5_1	LIB00004-MP004-F5	-	-
PaPr00000112MP	MP013	LIB-MP013-D6	LIB00007	LIB00007-MP013-D6_1	LIB00007-MP014-D6	-	-
PaPr00000149MP	MP010	LIB-MP010-F7	LIB00004	LIB00004-MP010-F7_1	LIB00004-MP004-F7	-	-
PaPr00000175MP	MP010	LIB-MP010-F8	LIB00004	LIB00004-MP010-F8_1	LIB00004-MP004-F8	-	-
DoBa00000012MP	MP013	LIB-MP013-F7	LIB00007	LIB00007-MP013-F7_1	LIB00007-MP014-F7	-	-
PaPr00000073MP	MP013	LIB-MP013-E5	LIB00007	LIB00007-MP013-E5_1	LIB00007-MP014-E5	-	-
PaPr00000013MP	MP013	LIB-MP013-A8	LIB00007	LIB00007-MP013-A8_1	LIB00007-MP014-A8	-	-
PaPr00000135MP	MP010	LIB-MP010-G11	LIB00004	LIB00004-MP010-G11_1	LIB00004-MP004-G11	-	-
PaPr00000062MP	MP010	LIB-MP010-G2	LIB00004	LIB00004-MP010-G2_1	LIB00004-MP004-G2	-	-
